Medio	Pregunta
Página	¿Por qué son tan limitados los cupos y los horarios en el programa explora?
Página	¿Cómo se desarrolla el trabajo en casa de los empleados y docentes de la Universidad en esta cuarentena?
Página	No es un secreto que algunas convocatorias de estudiantes auxiliares tienen un proceso de selección poco trasparente, ¿qué posición tiene la universidad frente a tal situación y que piensan hacer para que no se repita ?
Página	¿Cuantos equipos nuevos concernientes al área de medicina a adquirido la universidad para afrontar esta crisis a nivel de salud?
Página	No es un secreto que algunas convocatorias de estudiantes auxiliares tienen un proceso de selección poco trasparente, ¿qué posición tiene la universidad frente a tal situación y que piensan hacer para que no se repita ?
Página	¿Cuàl es el criterio para escoger los libros material de las bibliotecas? ¿Còmo es el proceso de selecciòn de los profesores?
Página	En el contexto de la pandemia actual, que ha llevado a suspender las actividades académicas presenciales en este periodo 2020_01 y que claramente llevará a limitarlas en el periodo 2020-02, ¿como pretende la UNAL sede Medellín mantener sus estándares de calidad como institución de educación superior, teniendo en cuenta que los medios de evaluación actuales generan poca certeza en el cumplimiento o adquisición de las competencias necesarias por los estudiantes? incertidumbre propiciada por el entorno de libertad en el que se encuentra el estudiante al momento de presentar cierta prueba evaluativa, y en este sentido, ¿como se pretenden suplir las discontinuidades que se han podido dar en el proceso de formación y evaluación durante este periodo de virtualidad?
Página	Deberian gestionar entre los mismos estudiantes una serie de community managers para que impulsen todas las redes sociales de la Universidad.
Página	¿Cuantos equipos nuevos concernientes al área de medicina a adquirido la universidad para afrontar esta crisis a nivel de salud?
Página	Para la matricula del próximo semestre ¿habrá descuento para todos los estudiantes? Pues lo más seguro es que la modalidad sea virtual y hay muchas personas que tanto en el núcleo familiar como personalmente, no tenemos trabajo, por ende no hay ingresos
Página	La Universidad ha hecho un esfuerzo en el área de la Innovación Social a través de las convocatorias de Extensión Solidaria. No obstante, este esfuerzo se encuentra desarticulado frente a las otras misiones de la Universidad, la docencia y la investigación. ¿Cómo se han articulado estas misiones en la perspectiva de la relación con comunidades desde la perspectiva de la apropiación social del conocimiento? y ¿existen programas, proyectos o cursos que hayan generado esta interacción interactiva de las misiones con enfoque social?
Página	Para el Hospital Universitario Nacional se siguen adicionando camas de cuidado crítico?
Página	¿Cómo funcionará el proceso de entrada y salida al campus el siguiente semestre? ¿Las personas que puedan entrar será solo un conjunto específico? ¿Nos podremos turnar el ingreso al campus?
Página	¿Cómo funcionará el proceso de entrada y salida al campus el siguiente semestre? ¿Las personas que puedan entrar será solo un conjunto específico? ¿Nos podremos turnar el ingreso al campus?
Página	¿Cómo se está financiando la universidad dentro de la emergencia sanitaria por COVID-19?
Página	Me gustaria una explicación interactiva sobre la distribución de los recursos que le da el gobierno a la universida. Con eso muchas personas podrian entender como va la universidad y por qué hace falta dinero.
Página	Me gustaria una explicación interactiva sobre la distribución de los recursos que le da el gobierno a la universida. Con eso muchas personas podrian entender como va la universidad y por qué hace falta dinero.
Página	¿Por qué la Facultad de Ciencias Humanas no puede contar con una oficina de Gestión Documental tal y como funciona en la Facultad de Derecho?
Página	Quisiera saber si en la tienda universitaria se pueden comprar camisetas polo manga corta con el escudo de la UN
Página	Mi pregunta es si se está llevando un control real de la calidad de las clases online, ya que conozco casos de profesores que no hacen clase y se limitan a enviar material por correo, otros que no preparan las clases y enseñan mal los temas y muchos no dan la posibilidad de grabar sus clases para que quienes no puedan asistir se adelanten.
Página	¿Que nível de inglés hay en la universidad a nivel de los profesores?
Página	¿Qué ha pasado con el dinero destinado para la construcción de edificio de artes?
Página	¿qué programas ha realizado la universidad en materia de protección y promoción de DDHH en especial, en situaciones de vulneración?
Página	¿Cómo se ha invertido el presupuesto destinado a los programas de alimentación ofrecidos por la universidad enfocados a opción vegetariana y afines? ¿cómo ha sido la percepción de la comunidad universitaria? ¿qué estrategias se tienen contempladas para mejorar el servicio?
Página	Qué tanto sabe y participa la comunidad universitaria en los espacios de rendición de cuentas? ¿Cuanto debe conocer cualquier miembro de la comunidad U.N sobre el destino y la transparencia en el uso de los recursos económicos y el presupuesto de la universidad?
Página	¿Cómo se realiza el proceso de rendición de cuentas en la UN? ¿Qué estamentos participan del mismo?
Página	¿Cómo evaluarán el pago de matrícula para este 2020-2?, ¿se tendrá en cuenta los momentos críticos para las familias colombianas?
Página	ante la coyuntura actual y de ser aprobado algún tipo de auxilio por parte del gobierno nacional para el pago de matrículas, este cobijaría solo a estudiantes de pregrado o se puede extender a posgrado? de ser así, se debe cumplir algún requisito?
Página	Que hacer si soy estudiante de primer semestre y no apruebo?
Página	Buena tarde son buena en la Universidad y estoy interesa en algunos productos de la tienda, pero en la pagina no aparecen precios, donde puedo consultar los precios?
Página	Me gustaría saber cómo evalúan el desempeño docente de profesores ad honorem de la Universidad Nacional. He visto la encuesta de desempeño docente para profesores de planta pero creo que es sumamente importante valorar a aquellos docentes que no son de planta ya que muchos de ellos buscan luego nombramiento.
Página	Buenos días ,respetada universidad . Mi nombre es Carlos Ramos ,estudiante de ing. Eléctrica de la sede Medellín y vivo en una vereda de Tame - Arauca. Hace algunos días se ha publicado que las clases presenciales se reanudarían en el mes de agosto y quisiera saber ,¿qué sectores de la comunidad universitaria retomarán a las clases presenciales en el mes de agosto ? ¿bajo qué condiciones ?
Página	Sería importante mayor divulgación de la Tienda Universitaria por los mismos medios de la universidad (el correo electrónico por ejemplo), porque yo ni siquiera sé dónde está ubicada pero por ejemplo, siempre he querido comprar un buzo con la marca de la universidad (al estilo de las internacionales) y nunca lo he conseguido :(
Página	¿ Que se den las razones finandieras, jurídicas, políticas y de planeación, que expliquen el retraso y abandono del proyecto sede tumaco? ¿ Es una prioridad para la actual dirección de la Universidad entregar funcionando la Sede Tumaco al térnimo de su periodo?
Página	Queria preguntar sobre casos que confirmados de covid en el personal de la universidad y que esta haciendo la universidad por estas personas. #LaUNALCuenta
Página	¿por qué el CSU consideró pertinente que dar atribuciones a la rectora para que tomara decisiones respecto a las medidas institucionales frente a la pandemia?¿acaso no es mejor que se hagan sesiones con la partipación de los diferentes estamentos universitarios en las que se discutan las decisiones más apropiadas desde los distintos puntos de vista? es decir no entiendo porque esa atribución de facultades a la rectora, no veo el por qué de tal decisión. Si se diera e caso que el semestre 2020-2 inicie virtualmente y de que el gobierno decida levantar la cuarentena obligatoria en medio del semestre ¿se avanza presencial o se termina virtualmente?
Página	¿Pará cuándo va a estar terminada la restauración del edifico 301 de bellas artes? ¿Ya se tiene definido un edificio para las ruinas de arquitectura?
Página	¿Harán envíos a todo el país?
Página	¿Harán envíos a todo el país?
Página	¿Para la universidad Nacional que significan sus estudiantes?
Página	Quiero saber la tienda de unal Palmira está atendiendo?
Página	Quiero saber la tienda de unas Palmira está atendiendo?
Página	Quiero saber la tienda de unas Palmira está atendiendo?
Página	Por qué los trámites en la universidad son tan tardados en comparación con algunas universidades que tienen aparentemente menor relevancia , presupuesto , además de personal administrativo ?
Página	Quisiera saber en qué va la restauración del edificio de Bellas Artes y la manera en que se han manejado las construcciones dentro de la universidad, dada la contigencia del coronavirus.
Página	¿Por qué se realizó el cambio de la plataforma SIA al nuevo dominio en lugar de mejorar la anterior? ¿Es posible que vuelva el antiguo servicio?
Página	La Universidad continua realizando los proyectos de investigación? Si es así, como lo hacen actualmente en esta situación?
Página	Como estudiante de ingeniería de sistemas, fui motivado por la universidad a cursar materias anticipadamente al cambio de pensum correspondiente a mi carrera, como se nos mencionó en la reunión informativa para realizar dicho cambio, sin embargo, dos años después a hoy día, la universidad quiere quitarse de dicho proceso, haciendonos perder tiempo, créditos, y por ende a muchos becas o la misma calidad de estudiante, la pregunta es ¿En verdad le importamos tan poco a la Universidad Nacional sede medellín para engañarnos de semejante forma y dejarnos a la deriva en un proceso que ellos mismos incentivaron?
Página	Considerando la diversidad de situaciones que se han atravesado durante la pandemia ¿Por qué nunca se ha contemplado la posibilidad de suspensión de semestre como figura jurídica en la medida que se posibilita la actividad académica normal?
Página	Buenos días. ¿Cuál de las tres modalidades posibles de llevar a cabo el semestre 2020- 2: virtual, semipresencial o presencial es más viable debido a esta emergencia.?
Página	La Universidad continua realizando los proyectos de investigación? Si es así, como lo hacen actualmente en esta situación?
Página	¿Cómo se gana una beca para maestría? ¿Qué tan probable es volver al campus para segundo semestre? ¿Cómo es el proceso para una pasantia de bajo costo?
Página	¿La evaluación docente este semestre pesará para la inscripción de materias?
Página	¿Qué estrategias esta implementando la universidad para que se pueda abrir las instalaciones del campus respecto a la contingencia ocasionada por el covid-19?
Página	¿La evaluación docente este semestre pesará para la inscripción de materias?
Página	La universidad prestá apoyo a través de unisalud en medicina y psicólogia a los alumnos y trabajadores con diagnóstico positivo para covid 19.?
Página	La universidad prestá apoyo a través de unisalud en medicina y psicólogia a los alumnos y trabajadores con diagnóstico positivo para covid 19.?
Página	La universidad prestá apoyo a través de unisalud en medicina y psicólogia a los alumnos y trabajadores con diagnóstico positivo para covid 19.?
Página	Me gustaria saber un poco mas de que se trata. Gracias
Página	La universidad prestá apoyo a través de unisalud a las personas
Página	¿Puedo acceder a los servicios de la tienda universitaria por encomiendas?
Página	¿Qué pasará con los foráneos que no pueden devolverse a la capital por los costos y los riesgos de la pandemia?
Página	Buenos días ,respetada universidad . Mi nombre es Carlos Ramos ,estudiante de ing. Eléctrica de la sede Medellín y vivo en una vereda de Tame - Arauca. Hace algunos días se ha publicado que las clases presenciales se reanudarían en el mes de agosto y quisiera saber ,¿qué sectores de la comunidad universitaria retomarán a las clases presenciales en el mes de agosto ? ¿bajo qué condiciones ?
Página	"Debido a la cuarentena decretada por el Gobierno, muchas familias han tenido muchos problemas económicos; en cuestión de matrículas para el próximo semestre tienen algún tipo de rebaja en el valor de la misma o apoyo económico??"
Página	Se podrá realizar los cursos de nivelación de inglés 3 y 4
Página	Se podrá realizar los cursos de nivelación de inglés 3 y 4
Página	¿cuando son las próximas convocatorias a jovenes en accion? ¿si estoy en jovenes en accion puedo acceder a otros beneficios que brinda la universidad como la tarjeta tu llave? ¿Podemos tramitar cambios de carrera a pasar de que estamos en virtualidad? ¿que tramites debemos llevar a cabo para cambios de carrera?
Página	Se podrá realizar los cursos de nivelación de inglés 3 y 4
Página	Se podrá realizar los cursos de nivelación de inglés 3 y 4
Página	Es necesario que la universidad mejore su infraestructura no solo de algunas facultades, existen otras que no tienen recursos o ya sus edificios necesitan atención seria prudente darle prioridad a estas edificaciones, vías, laboratorios, eso también es inclusión e igualdad que es lo que tanto se pregona a nivel institucional, amo mi alma mater pero seria muy gratificante verla en todos sus rincones espectacular y acogedora.
Página	Si continua la modalidad virtual, en estas vacaciones, ¿se piensa enseñar a los profesores a usar herramientas pedagógicas para la modalidad virtual?
Página	¿Cómo se ha llevado a cabo la reconstrucción de la planeación estratégica de la Universidad? ¿Qué va a pasar con la construcción del edificio para arquitectura? ¿Cuáles han sido las labores más significativas que ha hecho Dolly Montoya en su cargo como Rectora? ¿Cómo proyectan a la UNAL en 20 años? ¿Cuáles son los mayores retos que tiene en este momento?
Página	¿De qué manera se espera recuperar lo invertido en términos presupuestales en temas del covid por la universidad?
Página	Les agradezco por este canal por permitirnos a la comunidad universitaria ser parte presente a nivel decisorio de cada uno de los estamentos de la Universidad. Tengo dos preguntas: 1. ¿ Como estudiantes de la Universidad Nacional de Colombia, como podemos acercarnos a conocer mas en detalle de los diferentes contratos existentes entre la Universidad, la empresa privada y el sector publico ? 2. ¿ Que estrategias se pueden posibilitar para acercar al control y la veeduría de recursos al cuerpo estudiantil ?
Página	Les agradezco por este canal por permitirnos a la comunidad universitaria ser parte presente a nivel decisorio de cada uno de los estamentos de la Universidad. Tengo dos preguntas: 1. ¿ Como estudiantes de la Universidad Nacional de Colombia, como podemos acercarnos a conocer mas en detalle de los diferentes contratos existentes entre la Universidad, la empresa privada y el sector publico ? 2. ¿ Que estrategias se pueden posibilitar para acercar al control y la veeduría de recursos al cuerpo estudiantil ?
Página	¿ Por que el proceso de cambio de documentos es tan demorado, cuando es indispensable para el estudiante tener sus datos actualizados ?
Página	La universidad tiene la capacidad y los salones para cumplir con las l aislamiento
Página	Primero, se deben tomar medidas urgente para el siguiente semestre, debemos planear como seran los cursos, como se organizaran los prerrequisitos, si se podran ver materias con contenido practico o definitivamente no. Otra cosa es que se deben descentralizar las decisiones de la Universidad, las facultades tienen particularidades en el desarrollo de sus contenidos y la forma de encontrar soluciones es brindandoles autonomia, las decisiones se toman de manera tardía porque siempre hay que esperar a que el nivel central las dictamine
Página	Excelente concurso
Página	La FCHE tendrá clases presenciales este año si la cuarentena nacional llega hasta el 1 de julio?
Página	La FCHE tendrá clases presenciales este año si la cuarentena nacional llega hasta el 1 de julio?
Página	Quiero ganar un obsequio.
Página	¿El siguiente semestre tendrá una reducción en la matrícula?
Página	¿Sobre que deberia preguntar?
Página	¿Se está trabajando actualmente en un plan para afrontar los escenarios que vienen después de la pandemia en materia de enseñanza, investigación y extensión?
Página	sobrecostos edificio aulas de ciencias
Página	¿ Puedo personalizar mi producto Unal antes de realizar mi compra? ¿ en medio de esta panendemia están vendiendo productos previniendo el Covid?
Página	¿Qué se va a hacer con los edificios de la Facultad de Artes, incluyendo Arquitectura?
Página	Quería saber cómo y cuándo se volverá a tener clases presenciales. Además, cómo va la financiación de la universidad, junto con el estado de licitación del nuevo edificio de Arquitectura.
Página	Para solicitar el traslado de carrera debo tener el 30% de avance o puedo solicitarlo en el semestre en el cual cumplo el 30% de avance ? teniendo en cuenta que el puntaje de admisión no es una opción para solicitar el traslado debido a que no cumple con el requisito.
Página	A través de que plataforma o medio se puede realizar la inscripción de materias intersemestrales ?
Página	¿Cómo ha manejado la Universidad sede Medellín la situación de la pandemía?
Página	¿Cuantas personas han sido beneficiadas con las donaciones realizadas por los funcionarios para el COVID-19? ¿En qué han sido invertidos estos fondos? ¿Cuál ha sido el impacto que han tenido estas ayudas en la comunidad universitaria?
Página	Al finalizar el 2020-1 cabe la posibilidad de que se puedan cursar materias intersemestrales ?
Página	Quisiera saber ¿qué tan factible es volver a la universidad en Julio? No soy de Bogota y estoy quedandome con mi familia mientras la contingencia. Y pues la idea de volver a bogota, me da un poco de miedo.
Página	Por mi participación deportiva por la U, estaba esperando un descuento en parte de la matrícula de la especialización, este no se vio generado. me pueden informar en que quedaron este tipo de becas. Gracias
Página	¿Como se ha fortalecido la Universidad en esta cuarentena en temas de virtualidad y que avances se han tenido en cuento a implementacion de nuevas tecnologías?
Página	me gustaría saber que va a pasar con el laboratorio de química del cual estoy pendiente, va a hacer parte de mis materias del segundo semestre o va a ser intersemestral? yo no cancele esa materia.
Página	¿Cómo se está estructurando las ayudas de bienestar universitario para garantizar en dicho momento el retorno presencial?
Página	¿Cómo los estudiantes nos podemos enterar de los procesos de vigilancia de la gestión realizada por las facultades?
Página	¿Cómo planea la universidad mejorar su plan de prevención y promoción de la salud mental? Teniendo en cuenta ir los estudiantes se siguen suicidando y el estigma frente a este tema sigue siendo un problema para la comunidad universitaria. El suicidio es un problema que nos puede atacar silenciosamente, pero se debe abordar hablándolo bien.
Página	Hola Soy charles , ya hace 7 años soy egresado de mi alma matter , donde pase los mejores años de mi vida en este hermoso campus de la ciudad blanca, desde que inicie mis estudios siempre quise Sestar cerca de ella, y ahora lo estoy vivo cerca. sus paisajes me hacen sentir muy feliz. Ando conectado haciendo cursos de la facultad de ciencias agrarias, dichoso.
Página	¿Cuales son las acciones que contempla bienestar para posgrado el próximo semestre?
Página	¿Podremos estudiantes auxiliares entrar a la universidad para apoyar laboratorios? Gracias ! EXTRAÑO LA U
Página	Cuando implementaran carreras nocturnas?
Página	Cordial saludo, existe alguna posibilidad de descuento de pago para el próximo semestre?
Página	"Con la actual situación que esta viviendo el país frente a la Covid-19, es sabido que las pruebas de admisión no se pueden llevar normalmente o como se han venido llevando, se planea tener en cuenta el puntaje del examen del ICFES pero, ¿Cuales serían los otros ""filtros"" para este nuevo tipo de admisiones?"
Página	Buenas tardes, ¿Cuál es el manejo que se dará a las salas de informática una vez iniciado el semestre y en el caso que podamos volver de manera presencial, teniendo en cuenta que son bastante concurridas por la comunidad universitaria? Gracias
Página	miremos pues las peguntas
Página	¿Cuáles son los procesos para apuntar a un intercambio? ¿Cuáles son los requisitos? ¿Cómo investigo sobre eso?
Página	¿qué actividades culturales hay en esta cuarentena?
Página	¿Por qué la universidad invierte tan poco en la calidad del estudio de idiomas? Si bien hay un poco de inversión en el estudio de inglés ¿Qué pasa con los demás idiomas? Y además los 4 niveles que ofrece la universidad no son suficientes para ni rigurosos.
Página	¿Por qué no se ha pronunciado la rectora con respecto a qué tiene pensado hacer para el semestre 2020-02? Debido a que Bogotá se encuentra en un gran riesgo y para saber cómo nos debemos preparar para seguir los estudios.
Página	Buenas tardes, de casualidad cómo puedo saber si apliqué a la disminución del costo de la matrícula para el siguiente semestre?
Página	me gustaría saber que sucederá con el próximo semestre, y de seguir de manera virtual ¿nos harán descuento en la matricula? y si nos cobran como si fuera presencial, ¿quien nos asegura que vamos a recibir clases presenciales?
Página	Cual seria la medida que adoptaría la Universidad en materia de archivo documental digital luego de ver la necesidad de implementarlo a raíz de la emergencia que el mundo afronta hoy en día. Y el personal administrativo trabaja de manera virtual.
Página	Muy agradable y emotivo ver como la Universidad aún en las circunstancias que se viven se mantiene activa en todos los aspectos, logrando la visibilidad de la comunidad Universitaria y de la nación.
Página	Regreso a la Unal sin pràcticas presenciales no tiene sentido, es muuy poco lo q se aprende
Página	Respecto al próximo semestre, ¿cuáles serán las pautas para las materias que no tienen ningún componente práctico? Es necesario tener en cuenta que los foráneos que han retornado a sus lugares de orígenes podrían presentar problemas para presentarse al campus, en cuanto se decida cierta normalidad presencial. De esta manera, ¿creen los directivos necesaria la presencialidad para clases sin componente práctico en el semestre 2020-II?
Página	¿Por qué no se ha pronunciado la rectora con respecto a qué tiene pensado hacer para el semestre 2020-02? Debido a que Bogotá se encuentra en un gran riesgo y para saber cómo nos debemos preparar para seguir los estudios.
Página	Me encanta la pagina de la universidad
Página	¿Por qué no se ha pronunciado la rectora con respecto a qué tiene pensado hacer para el semestre 2020-02? Debido a que Bogotá se encuentra en un gran riesgo y para saber cómo nos debemos preparar para seguir los estudios.
Página	Cuando se habilitan los cursos de posgrado ?
Página	Hola, ¿en estos momentos hay grupos donde se pueda hacer voluntariado en la Universidad?
Página	1. Ya hice mi prgunta por twitter hace una semana y aún no recibo respuesta 2. Soy egresada de una UNAL Med y necesito enviar una carta en sobre sellado con mi certificado de nostas para inicial mi maestría en el exterior. La fecha límite de la universidad de destino es Agosto. Cuándo se podrá hacer ese proceso?
Página	Buenas, quisiera saber qué avances ha tenido la actual administración en el manejo de casos de violencia de género y acoso dentro de la institución. Gracias
Página	Quisiera saber si en estos momento se están desarrollando estrategias para mejorar la calidad de la educación virtual que ofrece en este momento de contingencia. No he estado conforme con la calidad de algunos de los cursos y quisiera saber como esta trabajado la universidad para mejorar esto. Gracias.
Página	Cuándo estará terminado el León de Greiff?
Página	¿Cómo será el proceso de elección de estudiantes para el 2020-2?
Página	Cuando me gradué de mi pregrado en 2012 me sobraron créditos. Dichos créditos hasta cuándo tenía vigencia para usarlos en un posgrado. Gracias
Página	¿Cuál es el proceso y qué garantías de transparencia tiene la contratación de la Universidad Nacional de Colombia en términos de meritocracia?
Página	¿Cómo están haciendo para vender los productos? ¿Están funcionando en la Universidad?
Página	¿Cómo están haciendo para vender los productos? ¿Están funcionando en la Universidad?
Página	Que medidas está tomando la universidad en busca de que los estudiantes regresen al campus universitario a retomar clases presenciales en un futuro.
Página	Que pasara con los componentes practicos de medicina, se perderan?
Página	¿Qué medidas tomará la Universidad para satisfacer la educación a distancia en zonas de difícil conectividad a internet como lo son Tumaco y la Amazonía?
Página	¿Cuándo se piensa implementar un gestor documental electrónico en todas las sedes de la Universidad Nacional? Debido a que por el covid-19, se emitió la circular conjunta 10 de la Secretaria General y la Dirección Nacional de Estrategia Digital, donde se establecen las ventanillas únicas de correspondencia de una manera manual, considero que tenemos una deuda con la transparencia y trazabilidad de la información electrónica .
Página	Para la carrera de ingeniería agronomica para el 2020-2 van a abrir las materias de laboratorio y salidas de campo ya que la carrera la mayor parte es esto .
Página	Cuál ha Sido el partido con mayor importancia o trascendencia que se ha jugado en el estadio Alfonso López Pumarejo en !a sede bogota
Página	Cuál ha Sido el partido con mayor importancia o trascendencia que se ha jugado en el estadio Alfonso López Pumarejo en !a sede bogota
Página	¿Está la venta de camisetas y busos activa durate la cuarentena? ¿Qué tallas manejan en camisetasas y busos?
Página	Buenas tardes, era para saber como puedo acceder a Canva pro, ya que me dijeron que la U la daba. Muchas gracias
Página	¿ Ya se tiene algún protocolo respecto a ls ceremonias de grado que se realizarán en el transcurso del 2020-2 ?
Página	¿cómo será el semestre 2020-01 para la sede Medellín? Y ¿ cómo la Universidad facilitará los dispositivos para las clases para los estudiantes más desfavorecidos
Página	"Me gustaría que conservarán el color verde oliva (o verde oscuro) y si es posible volver a los bordados del escudo; el estampaeo es bonito (en mis chaquetas no se ha caído) pero me gustaba mucho el bordado. También quiero comentarles que los rompevientos son de buena calidad. Por otra parte los sacos se motosean un poco, eso no pasaba con los de la edición del sesquicentenario. Me gustaba el estampado universidad nacional en la manga, ojalá volvieran a sacarlo. Sería genial una línea de sacos por facultades (ya que departamentos hay muchos) o pines por departamento. También podrían cambiar el rojo por vinotinto."
Página	¿De qué manera se espera recuperar lo invertido en términos presupuestales en temas del covid por la universidad?
Página	Buenas tardes quisiera saber, ¿Cuándo estará disponible la encuestas de percepción estudiantil del desempeño docente 2020-1? Muchas gracias
Página	Teniendo en cuenta el gran número de personas que prestan sus servicios a través de ODS y que por lo general los honorarios son su único ingreso ¿la Universidad va a implementar una política para proteger a estas personas?
Página	Buenas Tardes. Cordial Saludo, Cuando inicia el pago de matricula, la inscripción de materias y las solicitudes de cupos? deseo conocer las fechas para las cuales esta previsto. Muchas Gracias
Página	Hola buenas tardes, me animaría mucho a comprar que la tienda tuviera la posibilidad de hacer compras en linea, cuando se abre esta opción?
Página	¿Qué estrategias implementarán las directivas para evitar que los encapuchados sigan usando las instalaciones de la Universidad como trinchera?
Página	Quisiera saber en que momento se pueden usar labs, y si los egresados pueden hacer uso de los mismos
Página	Me gustaría saber si la universidad puede intervenir académicamente en el caso de que alguien de la comunidad educativa de positivo para coronavirus, Me refiero más precisamente en fomentar tratamientos que por el momento son de prueba cientifica, tales como transfusión de plasma sanguíneo de personas ya recuperadas o suministro de algún medicamento experimental.
Página	1-La entidad fomenta el uso de formatos alternativos que permitan la consulta por parte de grupos étnicos y personas en situación de discapacidad ? 2-La Entidad difunde su política de tratamiento de datos. mediante Aviso de privacidad (de acuerdo con los artículos 14 y 15 del Decreto 1377 de 2013? 3-La Entidad incorpora en su presupuesto recursos destinados para garantizar el acceso real y efectivo de las personas a los servicios que ofrece?.
Página	Me gustaría saber si la universidad puede intervenir académicamente en el caso de que alguien de la comunidad educativa de positivo para coronavirus, Me refiero más precisamente en fomentar tratamientos que por el momento son de prueba cientifica, tales como transfusión de plasma sanguíneo de personas ya recuperadas o suministro de algún medicamento experimental.
Página	Buen dia, debido a circunstancias adversas no pague el recibo de matrícula ni inscribí materias. Aplica reserva de cupo automática o que proceso debo hacer?
Página	Si quiero adquirir algún producto de la tienda universitaria, ¿se puede por pagar por medio virtual y recibirlo de alguna manera o toca hasta que se reanuden las actividades presenciales?
Página	Hola. Yo cancelé el semestre correspondiente al 2019-2, eso fue más o menos entre octubre-noviembre. Quisiera saber si aún tengo posibilidades de recibir un reembolso ya sea para recibirlo o dejarlo como pago de semestre y cuál porcentaje sería. Gracias
Página	¿Cuál es el estado financiero y el avance de la construcción del edificio de Arquitectura?
Página	Que va a pasar con las sedes de frontera y con los programas de Bienestar universitario de sede Bogotá, después de el dinero que se ha reinvertido en ayudar a los estudiantes
Página	¿Cuáles son los protocolos que se están construyendo para volver a clases en las facultades de ciencias de salud?
Página	¿Qué ha pasado con las mejoras del edificio de Derecho y el edificio de Posgrado que se había prometido para la facultad?
Página	quisiera saber que posibilidad hay de que se cancele el retorno a clases presenciales, pues es mucho el temor al contagio del covid-19
Página	De que forma planean intentar evitar la propagación del virus en la comunidad universitaria *
Página	¿Qué proyectos tiene la UNAL que integre mujeres rurales?
Página	De que forma han apoyado a los estudiantes que están bajo condiciones de vulnerabilidad económica o que se encuentran sin facilidades de acceder a la educación virtual?
Página	Que va a pasar con las sedes de frontera y con los programas de Bienestar universitario de sede Bogotá, después de el dinero que se ha reinvertido en ayudar a los estudiantes
Página	Como se prepara la universidad para el retorno gradual a las clases presenciales, y bajo que criterios de seguridad planean intentar garantizar la propagación del virus en la comunidad universitaria
Página	¿Es posible hacer horas de corresponsabilidad desde mi hogar?
Página	Me gustaría que conservarán el color verde oliva y si es posible volver a los bordados, el estampaeo es bonito (en mis chaquetas no se ha caído) pero me gustaba mucho el bordado. También quiero comentarles que los rompevientoson de buena calidad, por otro lado los hoodies se motosean un poco. Me gustaba el estampado universidad nacional en la manga, oaks volviera. Sería genial una línea de sacos por facultades (ya que departamentos hay muchos) o botones por departamento. También podrían cambiar el rojo por vinotinto.
Página	Cómo será el calendario académico para las facultades de la salud?
Página	"¿cómo podemos desde la Sede Palmira, fortalecer la movilidad académica? en especial dada la coyuntura actual que marca un nuevo derrotero en este sentido; internacionalización en casa, internacionalización del currículo, internacionalización de la investigación."
Página	En qué consiste básicamente esta forma de trabajo, por favor??
Página	¿Cuando se volveran a tener clases presenciales?
Página	Me encantan lo sacos de la tienda universitaria <3
Página	¿De donde salen los recursos para la contingencia del COVID19
Página	De acuerdo a lo poco que leído respecto a cómo la Universidad está afrontando la situación pienso que han sido buenas estrategias, de igual forma todos los estudiantes esperamos y deseamos volver al campus pero respetamos lo que sucede. Particularmente opino que la Universidad debería escuchar un poco mas a los estudiantes, sus propuestas y todo lo relacionado con el avance de las clases que verdaderamente ha sido un cambio drástico para todos en el campus y bueno, creo que muchos estudiantes nos preguntamos, ¿se encuentra la Universidad preparada para estos cambios y para la adaptación en sí de la pandemia respecto las clases?
Página	creo que el campus de la universidad nacional es muy importante por los múltiples escenarios y espacios que tiene que la hacen muy rica culturalmente . ¿cual seria una de las maneras mas eficientes de conservar estos espacios?
Página	Por qué no hay ayuda para los empleados que puedan necesitarla no todos los empleados tienen buena solvencia económica
Página	Buen día. Aprovechando este espacio, quisiera saber cuántos recursos se invirtieron durante la vigencia del 2019 en la protección y salvaguarda de los bienes inmuebles con declaración de patrimonio cultural de la Universidad Nacional en sus diferentes sedes. Así mismo, quisiera saber en qué bienes se invirtieron estos recursos y si existe un déficit para las inversiones necesarias. Gracias.
Página	Me gustaría que conservarán el color verde oliva y si es posible volver a los bordados, el estampaeo es bonito (en mis chaquetas no se ha caído) pero me gustaba mucho el bordado. También quiero comentarles que los rompevientoson de buena calidad, por otro lado los hoodies se motosean un poco. Me gustaba el estampado universidad nacional en la manga, oaks volviera. Sería genial una línea de sacos por facultades (ya que departamentos hay muchos) o botones por departamento. También podrían cambiar el rojo por vinotinto.
Página	¿Cuándo se inicia la construcción del edificio de artes? Se construirá completo o por etapas?
Página	Por qué no hay ayuda para los empleados que puedan necesitarla no todos los empleados tienen buena solvencia económica
Página	¿Dónde puedo encontrar información para realizar estudios en instituciones que tengan convenio con la UNAL fuera del país?
Página	Me gustaría que conservarán el color verde oliva y si es posible volver a los bordados, el estampaeo es bonito (en mis chaquetas no se ha caído) pero me gustaba mucho el bordado. También quiero comentarles que los rompevientoson de buena calidad, por otro lado los hoodies se motosean un poco. Me gustaba el estampado universidad nacional en la manga, oaks volviera. Sería genial una línea de sacos por facultades (ya que departamentos hay muchos) o botones por departamento. También podrían cambiar el rojo por vinotinto.
Página	#LaUNALCuenta Cuando estara terminala obra en el leon de greiff, di es que se puede pudo iniciar este año. este añi
